S.No,"Name, Address & email Id of the Unit",Contact Person Name & Contact No.,Category (Manufacturer / Supplier),Product Name,Stock in Hand (In Nos.),Production Capacity per Week ( In Nos.),Remarks
290,"M/s TESCOM ELECTRONICS PVT LTD,PLOT NO 56, GEASON LAYOUT,
PONNIAMMAN NAGAR, AYANAMBAKKAM, CHENNAI - 600 095balu@tescom.co.in",MURTHY9844005353,Supplier,PPE KITS,50,70000,
291,"M/s TESCOM ELECTRONICS PVT LTD,PLOT NO 56, GEASON LAYOUT,
PONNIAMMAN NAGAR, AYANAMBAKKAM, CHENNAI - 600 095balu@tescom.co.in",MURTHY9844005353,Supplier,3Ply Surgical Masks,50,25000,
292,"M/s MWG EXPORTS CO,Puzhal Industrial Complex, Next to Puzhal Prisonsales@mwgexports.com",R.SARAVANAN9159370001,Manufacturer,Fowler Cot,0,100,We are manufacturers and suppliers of 3ply Facemask with ready stock for immediate requirement. Capable to Supply Sufficient qty's of mask nd Covid-19 related medical kit
District Name: Coimbatore,,,,,,,
293,"M/s Pioneer Furnishers,968A-1, Mettupalayam Road, Opp Satish Petrol Bunk, Coimbatorepioneerfurnishers@yahoo.co.in",Sanjay Kumar Vij9363125437,Manufacturer,Hospital Matresses,0,10,
294,"M/s Tci Freight,Door no 94.First Floor.
Edyar street.
Coimbatore.pin 641001Ch.cbec@tcifreight.in",Suresh Jagadale9344840492,Supplier,Multipara Monitors,1,1,Nil
295,"M/s TCI FREIGHT,SHREE KRISHNA TOWER, SF NO. 234, SRINIVASA NAGAR, HARIRAM STREET, UPPILIPALAYAM, SINGANALLUR, COIMBATORE 641015pld@tcifreight.in",Prahlad7011062630,Supplier,KN95 Masks / N95 Masks,1,1,
296,"M/s PREMIER COIR PRODUCTS,SF No 61/4E, Kanjampatti Road,
Unjavelampatti Pollachi-642003,
Tamil Nadu, INDIAcoirplus@gmail.com",Mahesh Kumar9843010886,Manufacturer,Hospital Matresses,0,500,
297,"M/s BHARATHI GARMENTS,No:12,Mahalakshmi Nagar, Near EB office, Kannampalayam, comibatore-641402alagarsamy1984@gmail.com",A.ALAGARSAMY9751223340,Manufacturer,PPE KITS,,,"Dear sir and madam (1) PPE KITS stock in Nos 3,000 pcs in available. (2) 3Ply surgical Masks stock in 1,00,000 pcs in available. (3) hospital Matresses stock in.i need running capital."
298,"M/s BHARATHI GARMENTS,No:12,Mahalakshmi Nagar, Near EB office, Kannampalayam, comibatore-641402alagarsamy1984@gmail.com",A.ALAGARSAMY9751223340,Manufacturer,3Ply Surgical Masks,,,"Dear sir and madam (1) PPE KITS stock in Nos 3,000 pcs in available. (2) 3Ply surgical Masks stock in 1,00,000 pcs in available. (3) hospital Matresses stock in.i need running capital."
299,"M/s BHARATHI GARMENTS,No:12,Mahalakshmi Nagar, Near EB office, Kannampalayam, comibatore-641402alagarsamy1984@gmail.com",A.ALAGARSAMY9751223340,Manufacturer,Hospital Matresses,,,"Dear sir and madam (1) PPE KITS stock in Nos 3,000 pcs in available. (2) 3Ply surgical Masks stock in 1,00,000 pcs in available. (3) hospital Matresses stock in.i need running capital."
300,"M/s BHARATHI GARMENTS,No:12,Mahalakshmi Nagar, Near EB office, Kannampalayam, comibatore-641402alagarsamy1984@gmail.com",A.ALAGARSAMY9751223340,Manufacturer,Pillows,,,"Dear sir and madam (1) PPE KITS stock in Nos 3,000 pcs in available. (2) 3Ply surgical Masks stock in 1,00,000 pcs in available. (3) hospital Matresses stock in.i need running capital."
301,"M/s Najmi Health Care,3 ex service man colony, VG Rao Nagar ,ganapathy Coimbatorenajmihealthcare@gmail.com",Yusuf Najmee8015222028,Manufacturer,PPE KITS,0,500,Due to non availability of raw material shortage delay in production.
302,"M/s Tci Freight,Ediyar street Combatore TamilnaduKam.cbec@tcifreight.in",Vishal yadav8929158332,Supplier,3Ply Surgical Masks,,,Transportation.
303,"M/s NEWTEC MATTRESS,NO.45,MAHATMA GANDHI ROAD, SIHS COLONY,
NEELIKONAMPALAYAM,COIMBATORE- 641 033
EMAIL : fibbobilling@gmail.comslivertexengineerscbe@gmail.com",Mr.P.MUTHIAH9843231066,Manufacturer,Hospital Matresses,300,2000,"Mfr.of 1.HOSPITAL MATTRESS, 2.REUSABLE PILLOWS,3.DISPOSABLE PILLOWS,4.BED SHEETS,
5.TOWELS"
304,"M/s AASTIK PHARMA PVT LTD,2/117, V.G.P. BALAJI NAGAR, SOLAVAMPALAYAM,COIMBATORE--642109aastikpharma@gmail.com",M BASKER9843257119,Supplier,KN95 Masks / N95 Masks,500000,200000,MANUFACTURER OF HAND SANITIZERS
305,"M/s AASTIK PHARMA PVT LTD,2/117, V.G.P. BALAJI NAGAR, SOLAVAMPALAYAM,COIMBATORE--642109aastikpharma@gmail.com",M BASKER9843257119,Supplier,3Ply Surgical Masks,500000,500000,MANUFACTURER OF HAND SANITIZERS
306,"M/s TCI Freight,Nggo colony thudiyalur 641022 Coimbatoresanjaykhan3786@gmail.com",Sanjay khan9549410338,Supplier,Multipara Monitors,,,
307,"M/s 3xs inc,Pollachisiva@eastonpro.com",Siva kumar9066045502,Supplier,PPE KITS,10,3000,We can supply
308,"M/s Staan Bio-Med Engineering Private Limited,190A, Bharathiar road,
Ganapathy, Coimbatore-641006,Tamilnadu,India.staan3@hotmail.com",Maria Albert Stanly M9363121030,Manufacturer,VENTILATOR,0,10,Ventilator under Clinical Trial
309,"M/s Staan Bio-Med Engineering Private Limited,190A, Bharathiar road,
Ganapathy, Coimbatore-641006,Tamilnadu,India.staan3@hotmail.com",Maria Albert Stanly M9363121030,Manufacturer,Fowler Cot,0,20,Ventilator under Clinical Trial
310,"M/s EFFICUT TECHNOLOGIES PRIVATE LIMITED,1/562-2, MUDALIPALAYAM,ARASUR (PO),COIMBATORE-641407info@efficut.com",MR. P. SATHISHKUMAR9994408304,Manufacturer,Fowler Cot,0,10,WE WOULD LIKE TO SUPPLY SHEET METAL PARTS FOR FOWLER COT PARTS TO OUR CUSTOMER TO MANUFACTURE FOWLER COTS
311,"M/s TCI freight,Avarampalyam,coimbatoreAmitsweta85@gmail.com",Amit singh9345796899,Supplier,Multipara Monitors,,,Ok
312,"M/s Tekno Plastic Systems,98/2 , KATTAMPATTI VILLAGE AND PANCHAYAT, ANNUR TKteknoplastic@gmail.com",V.Chandrasekar9994962359,Manufacturer,PPE KITS,5000,18000,"We are manufacturers of one of the important PPE - the face shields for front-line workers which acts as an excellent protection against potential contamination from
blood pathogens, body fluids, saliva or harmful chemical splash. 
This face shield doesn't cause any suffocation.
Light weight and unbreakable.
Can be washed and reused.
It prevents people from touching their eyes , nose and mouth involuntarily."
313,"M/s ADHI ANNAM COIR COMFORTS PVT LTD,2/154-1, UNJAVELAMPATTI
UDUMALAI ROAD, POLLACHIaaccpl@yahoo.co.in",A. SRIRAM9500070146,Manufacturer,Hospital Matresses,300,1500,Need permission to procure raw materials from  Kerala. Latex and PU foam.
314,"M/s Excel Laboratories,15, Visveswara Nagar , Vilankuruch post , coimbatore 641035info@excellaboratories.com",Selvaraj Venkatesan9843019701,Manufacturer,Sanitizer (Alcohol Based),100,250,"we can make and supply alcohol based sanitizer in 1 liter, 500 ml spray bottle"
315,"M/s ARUN CANNS P LTD,COIMBATORE.aruncanns@gmail.com",R SHIVA PRADEEP9443709019,Manufacturer,Sanitizer (Alcohol Based),20000,60000,"MANUFACTURERS OF HDPE BLOWMOLDED/INJECTEION BLOWMOLDED BOTTLES AND CANISTERS. SUITABLE FOR HAND RUB/SANITISER PACKING, HANDWASH LIQUID PACKING FROM 50ML-5LTS."
316,"M/s REDLANDS ASHLYN MOTORS PLC,2/575 MADUKKARAI ROAD, MALUMACHAMPATTY,
COIMBATORE, TAMILNADU 
INDIA-641021PURCHASE@REDLANDSMOTORS.COM",UMESH.S9387246046,Manufacturer,COVID TESTING KITS,0,100000,"NOTE: Covid test kits: Stock zero, production capacity in May 2020: 1 lakh per week
Ventilators: Stock zero, production capacity June 2020: 100 pcs per week"
317,"M/s REDLANDS ASHLYN MOTORS PLC,2/575 MADUKKARAI ROAD, MALUMACHAMPATTY,
COIMBATORE, TAMILNADU 
INDIA-641021PURCHASE@REDLANDSMOTORS.COM",UMESH.S9387246046,Manufacturer,VENTILATOR,0,100,"NOTE: Covid test kits: Stock zero, production capacity in May 2020: 1 lakh per week
Ventilators: Stock zero, production capacity June 2020: 100 pcs per week"
318,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,COVID TESTING KITS,0,1000,
319,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,VENTILATOR,0,100,
320,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,PPE KITS,0,1000,
321,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,KN95 Masks / N95 Masks,0,5000,
322,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,3Ply Surgical Masks,5000,200000,
323,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,KN95 Masks / N95 Masks,0,1000,
324,"M/s Naturally Yours,283D Gokule Street
Ramnagaressentiallyyours.india@gmail.com",K A BABU8015809899,Supplier,Sanitizer (Alcohol Based),2000,50000,
325,"M/s KRISHAATECH CORPORATION,19,SPRING GARDEN,MAHATMA GANDHI ROAD,NEELIKONAMPALAYAM,COIMBATORE-641033krishaatech.corp@gmail.com",SANTHOSH8015256197,Manufacturer,PPE KITS,2000,2000,
326,"M/s KRISHAATECH CORPORATION,19,SPRING GARDEN,MAHATMA GANDHI ROAD,NEELIKONAMPALAYAM,COIMBATORE-641033krishaatech.corp@gmail.com",SANTHOSH8015256197,Manufacturer,3Ply Surgical Masks,10000,50000,
327,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,PPE KITS,2000,3000,
328,"M/s STAR SEVEN ELEVEN,G,26/1. RAMIYAH STREET,JAIHINPURAM ,MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,PPE KITS,5000,10000,CELL 9944428842
329,"M/s United cooling systems p ltd,C-5 pvt Ind Estate SIDCO POST Coimbatore S.India 641021md@ united cooling tower.com",V krishnavelu9443301342,Manufacturer,KN95 Masks / N95 Masks,10,50000,The samples are under testing. Can supply 50000 number per week.
330,"M/s United cooling systems p ltd,C-5 pvt Ind Est SIDCO Post Coimbatore S. India 641021md@initedcoolingtower.com",V krishnavelu9443301342,Manufacturer,PPE KITS,1,2000,Testing is under process. On successful completion we can supply 2000-10000 per week. We are starting new plant at 144/1 Sirapalayam village. Approval required .
331,"M/s DHANAM POLYMER,no-50,gnana puram, kuniamuthur,
Coimbatore-641008dhanampoly@gmail.com",arivalagan muthiah9843888820,Manufacturer,PPE KITS,0,500,
332,"M/s STAR SEVEN ELEVEN,G,26/1. RAMIYAH STREET,JAIHINPURAM ,MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,KN95 Masks / N95 Masks,1000,1000,CELL 9944428842
333,"M/s STAR SEVEN ELEVEN,G,26/1. RAMIYAH STREET,JAIHINPURAM ,MADURAI-625011star7eleven@gmail.com",P.NAGA RATHINAM9944428842,Manufacturer,3Ply Surgical Masks,20000,20000,CELL 9944428842
334,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,3Ply Surgical Masks,10000,50000,
335,"M/s TCI freight,AvarampalyamCbe@tcifreight.in",Amit singh9345796899,Supplier,Multipara Monitors,,,Ok
336,"M/s ASPRO WORKWEARS,9  56A KULATHUPALAYAM ROAD
NEAR BALU AVENUE
B K PUDUR
COIMBATORE 641 008rajeswari@asproworkwears.com",Rajarajeswari9944150580,Manufacturer,PPE KITS,500,500,PPE KIT - DISPOSABLE COVERLL/GOWN/APRON
337,"M/s ASPRO WORKWEARS,9  56A KULATHUPALAYAM ROAD
NEAR BALU AVENUE
B K PUDUR
COIMBATORE 641 008rajeswari@asproworkwears.com",Rajarajeswari9944150580,Manufacturer,3Ply Surgical Masks,50000,50000,PPE KIT - DISPOSABLE COVERLL/GOWN/APRON
338,"M/s SUMASRI ECO BAGS,38/7  Puliyamarath Thottam
Vadavalli Road, Edaiyarpalayam
Coimbatore – 641 025sumasriecobags@gmail.com",P.Sridharan9095630999,Manufacturer,PPE KITS,500,1500,"Our PPE full kit / Apron made out of SMS fabric, so very comfort to wear, ETO Sterile / Non Sterile also available."
339,"M/s AMMA Medicare & Surgicals,3, Thirumurugan nagar, Marudhamalai main road
Vadavalli Coimbatore 641041kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,COVID TESTING KITS,1000,10000,Rapid testing kiits Available
340,"M/s laksh apparels,150/60- Trichy Road
Selvarajapuam, Pappampatti priveu , Chinniampalayam, p.o 
Coimbature 641103laksh.apparels@gmail.com",Rejula  Pradeep9388811133,Manufacturer,PPE KITS,2500,2500,
341,"M/s DAYBYDAY Lifestyle Products India Pvt Ltd,28/2,CHAITHANYA,P&T Colony Extention,Ganapathy,
Coimbatore-641006daybydaylifestyle@gmail.com",Nallusamy9843134789,Manufacturer,Sanitizer (Alcohol Based),1000,10000,Can supply any Qty with stipulated lead time.
342,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,COVID TESTING KITS,1000000,10000,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
343,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,VENTILATOR,200,100,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
344,"M/s SLIVERTEX ENGINEERS PRIVATE LIMITED,Sf No.186/1,MAHATMA GANDHI ROAD,
SIHS COLONY,NEELIKONAMPALAYAM,
COIMBATORE- 641 033fibbobilling@gmail.com",MR.P.MUTHIAH9843231066,Manufacturer,3Ply Surgical Masks,30000,600000,"Mfr. of  1.Mask making machines, 2.surgical gowns, 3.Light weight antibacterial partitions ,4.Head and face masks"
345,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,PPE KITS,200000,50000,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
346,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,KN95 Masks / N95 Masks,200000,50000,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
347,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,3Ply Surgical Masks,10000000,100000,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
348,"M/s Elite Carbon Creations Pvt Ltd,No 19 Sriman narayan Nagar  , T.Kottampatti , Pollachi 642002sales@elitecarbons.in",KPM Senthilvel Sabapathy9994431622,Supplier,KN95 Masks / N95 Masks,5000000,50000,"All these stock items to be imported from china from my client. Since flight service is suspended till April 14 th , you have to advice me how to proceed further."
349,"M/s DREAMS HOMETEX PRODUCTS,NO.45,MAHATMA GANDHI ROAD,
SIHS COLONY,NEELIKONAMPALAYAM,
COIMBATORE - 641 033
Email: fibbobilling@gmail.comslivertexengineerscbe@gmail.com",Mr.P.MUTHIAH9843231066,Manufacturer,3Ply Surgical Masks,1500,300000,"Mfr.of 1.3 PLY SURGICAL MASK  2.SURGICAL GOWNS, 3. LIGHT WEIGHT ANTIBACTERIAL PARTITION, 4. HEAD AND FACE MASKS, 5. MASK MAKING MACHINES."
350,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,PPE KITS,2000,3000,
351,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,3Ply Surgical Masks,10000,50000,
352,"M/s MERIDIAN MEDITECK,21, ANNA STREET, VENKITAPURAM, VELANDIPALAYAM PO, COIMBATORE-641025meridian@meridianmediteck.com",MERIDIAN MEDITECK9842240767,Manufacturer,Fowler Cot,25,40,"ICU COT, SEMI FOWLERS COT, WHEEL CHAIRS,
STRETCHER, MEDICINE TROLLEYS, INTUBATION BOX, AND ALL HOSPITAL FURNITURES"
353,"M/s Carenow Medical Private Limited,3/272-5, Neelambur Road, Muthugoundenpudur, Coimbatore - 641406raj.thangaraj@carenowindia.com",Rajkumar8220017522,Manufacturer,KN95 Masks / N95 Masks,10000,30000,
354,"M/s Meridian Technology Private Limited,B103, ORBIT 11, AKSHAYA,
1432- TRICHY ROAD,
COIMBATOREtvspharma@hotmail.com",Mr.Thiruvenkatasamy9655563600,Manufacturer,Sanitizer (Alcohol Based),1000,10000,We can supply all kind of disinfection for hospitals
355,"M/s Carenow Medical Private Limited,3/272-5, Neelambur Road, Muthugoundenpudur, Coimbatore - 641406raj.thangaraj@carenowindia.com",Rajkumar8220017522,Manufacturer,Sanitizer (Alcohol Based),40000,200000,
356,"M/s Sriram Air Compressors (Coimbatore) Private limited,287/2, VK Industrial Estate
Peelamedu
Coimbatore 641 004gk@sriramcompressors.com",Krithiha9894719029,Manufacturer,PPE KITS,0,200,"Above quantity can be increased substantially.
Disinfecting tunnels Pump can be supplied too."
357,"M/s Sriram Air Compressors (Coimbatore) Private limited,287/2, VK Industrial Estate
Peelamedu
Coimbatore 641 004gk@sriramcompressors.com",Krithiha9894719029,Manufacturer,KN95 Masks / N95 Masks,10,250,"Above quantity can be increased substantially.
Disinfecting tunnels Pump can be supplied too."
358,"M/s Sriram Air Compressors (Coimbatore) Private limited,287/2, VK Industrial Estate
Peelamedu
Coimbatore 641 004gk@sriramcompressors.com",Krithiha9894719029,Manufacturer,3Ply Surgical Masks,0,500,"Above quantity can be increased substantially.
Disinfecting tunnels Pump can be supplied too."
359,"M/s Sriram Air Compressors (Coimbatore) Private limited,287/2, VK Industrial Estate
Peelamedu
Coimbatore 641 004gk@sriramcompressors.com",Krithiha9894719029,Manufacturer,KN95 Masks / N95 Masks,0,200,"Above quantity can be increased substantially.
Disinfecting tunnels Pump can be supplied too."
360,"M/s United cooling systems p ltd,C-5 pvt Ind Estate SIDCO PO COIMBATORE S.India 641021md@unitedcoolingtower.com",V krishnavelu9443301342,Manufacturer,3Ply Surgical Masks,100000,200000,We have stock 1 lakh and can supply 2 lakh per week. Starting new plant at 144/1 sirapalayam village. Approval required for new plant construction
361,"M/s Lakshmigraha Worldwide Inc,26/3 Nehru Street
Thottipalayam Pirivu
Civil Aerodrome Post
Coimbatore 641014jayakumarr.lgw@lakshmigraha.com",R Jaya Kumar9994500016,Manufacturer,Hospital Matresses,60,300,The above production capacity is based on present condition with limited manpower employed
362,"M/s Lakshmigraha Worldwide Inc,26/3 Nehru Street
Thottipalayam Pirivu
Civil Aerodrome Post
Coimbatore 641014jayakumarr.lgw@lakshmigraha.com",R Jaya Kumar9994500016,Manufacturer,Pillows,9000,6000,The above production capacity is based on present condition with limited manpower employed
363,"M/s Precision Tapes and Sealants,No. 186 MGR Nagar, Karattumedu, Saravanampatti Po, Coimbatore-641035.ceo@precisiongroups.com",Muralidharan. M9486412749,Manufacturer,PPE KITS,100,15000,"We manufacture Precision Face Shield. Precision Face shield provides full Protection (Nose, Mouth, eyes) and an excellent optical view."
364,"M/s KM BEST MEDICAL WORKS PRIVATE LIMITED,Factory: SF NO. 406/2B ,Kalapanaicken Palayam , Somayampalayam panchyat , Coimbatore -641026bms@kmworld.in",M.Balamurali Senthil9500666455,Manufacturer,Fowler Cot,1,30,"We are an ISO 13485 2016 certified manufacturing facility  manufacturing Patient beds like Fowler Bed , ICU Bed and Stretchers."
365,"M/s KM BEST MEDICAL WORKS PRIVATE LIMITED,Factory: SF NO. 406/2B ,Kalapanaicken Palayam , Somayampalayam panchyat , Coimbatore -641026bms@kmworld.in",M.Balamurali Senthil9500666455,Manufacturer,Hospital Matresses,1,30,"We are an ISO 13485 2016 certified manufacturing facility  manufacturing Patient beds like Fowler Bed , ICU Bed and Stretchers."
366,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,PPE KITS,,,We can supply this to your necessity
367,"M/s MWG EXPORTS CO,589, Palakad Main Road, Sugunapuram, Kuniyamuthur (PO), Coimbatore - 641008sales@mwgexports.com",Saravanan9159370001,Supplier,3Ply Surgical Masks,150000,50000,Daily earlooping Production about 8000-10000pcs
368,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,KN95 Masks / N95 Masks,,,We can supply this to your necessity
369,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,3Ply Surgical Masks,,,We can supply this to your necessity
370,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,KN95 Masks / N95 Masks,,,We can supply this to your necessity
371,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,Hospital Matresses,,,We can supply this to your necessity
372,"M/s M/s AMMA Medicare & Surgicals,3 , Thirumurugan nagar,
Marudhamalai main road,
Vadavalli , Coimbatore 641046kpnmani65@gmail.com",Manivarnan P9842608438,Supplier,Sanitizer (Alcohol Based),,,We can supply this to your necessity
373,"M/s M SIRAJUDEEN,4/71 B VADUGANKALIPALAYAM 
MANGALAM
COIMBATORE  641663sufisafan@gmail.com",M SIRAJUDEEN9994105617,Supplier,Hospital Matresses,30,100,SLEEPSTER MATTERS
374,"M/s Rayer Packaging Industries,5/205A, Senniveerampalayam, 
Chikkarampalayam,Karamadai,Coimbatore-641104rayerindia@gmail.com",Magesh D9003788664,Manufacturer,3Ply Surgical Masks,0,5000,We are the packing material supplier for surgical and 3ply masks
375,"M/s SRI MATHURAMS MEDICAL ENGINEERING,404/2B3,CHERAN INDUSTRIAL ESTATE,
VADAVALLI -KANUVAI ROAD, SOMAYAMPALAYAM, COIMBATORE 641108 TAMIL NADU, INDIAmathuramindia@gmail.com",SIVAKUMAR ARUNACHALAM9842204966,Manufacturer,Fowler Cot,50,100,MANUFACTUERS OF HOSPITAL FURNITURE & MEDICAL EQUIPMENT . FIELD PRESENCE 1996 ONWARDS
